gene_id,gene_name,gene_type,chrom,start,end,strand
ENSG00000228192.8,AL512353.1,lncRNA,chr1,42832522,42846422,-
ENSG00000227533.6,SLC2A1-AS1,lncRNA,chr1,42959049,42996814,+
ENSG00000283973.2,AC099795.1,lncRNA,chr1,42959065,42961864,-
ENSG00000287113.1,AL139289.2,lncRNA,chr1,43348288,43348844,-
ENSG00000234694.1,AL139289.1,lncRNA,chr1,43354684,43358658,-
ENSG00000229431.1,MED8-AS1,lncRNA,chr1,43385113,43389155,+
ENSG00000229372.1,SZT2-AS1,lncRNA,chr1,43447776,43448644,-
ENSG00000229348.1,HYI-AS1,lncRNA,chr1,43453927,43456995,+
ENSG00000236200.6,KDM4A-AS1,lncRNA,chr1,43685123,43708138,-
ENSG00000229444.1,ST3GAL3-AS1,lncRNA,chr1,43709392,43727343,-
ENSG00000237950.3,AL357079.1,lncRNA,chr1,43937918,43940781,-
ENSG00000288573.1,AL357079.3,lncRNA,chr1,43944370,43946551,-
ENSG00000285649.1,AL357079.2,lncRNA,chr1,43968351,43974821,-
ENSG00000230615.7,AL139220.2,lncRNA,chr1,44030437,44115913,+
ENSG00000233602.1,ERI3-IT1,lncRNA,chr1,44243408,44244273,-
ENSG00000225721.5,AL592166.1,lncRNA,chr1,44759037,44775810,-
ENSG00000281912.1,LINC01144,lncRNA,chr1,45303910,45305619,+
ENSG00000230896.1,AL604028.1,lncRNA,chr1,45694684,45697075,-
ENSG00000226957.1,AL358075.1,lncRNA,chr1,46046818,46048368,+
ENSG00000227857.2,AL358075.2,lncRNA,chr1,46134531,46139081,+
ENSG00000224863.3,LINC01398,lncRNA,chr1,46446600,46451317,-
ENSG00000269956.2,MKNK1-AS1,lncRNA,chr1,46538611,46570255,+
ENSG00000228237.5,EFCAB14-AS1,lncRNA,chr1,46674036,46692098,+
ENSG00000225506.2,CYP4A22-AS1,lncRNA,chr1,47096653,47179271,-
ENSG00000224805.2,LINC00853,lncRNA,chr1,47179250,47180339,+
ENSG00000226252.1,AL135960.1,lncRNA,chr1,47225797,47230750,+
ENSG00000225762.1,LINC01389,lncRNA,chr1,47380928,47408477,-
ENSG00000237424.1,FOXD2-AS1,lncRNA,chr1,47432133,47434641,-
ENSG00000227947.2,LINC01738,lncRNA,chr1,47688463,47704029,+
ENSG00000223814.1,AL691459.1,lncRNA,chr1,47761132,47765547,-
ENSG00000225028.1,AC096541.1,lncRNA,chr1,47818066,47820237,+
ENSG00000226133.6,LINC02794,lncRNA,chr1,48050659,48091736,+
ENSG00000231413.1,AL356289.1,lncRNA,chr1,48078787,48082196,-
ENSG00000223720.2,AL109659.1,lncRNA,chr1,48172972,48206857,+
ENSG00000272491.1,AL109659.2,lncRNA,chr1,48227888,48229561,-
ENSG00000287661.1,AL391844.1,lncRNA,chr1,48552991,48558106,+
ENSG00000286597.1,AL645507.1,lncRNA,chr1,48926021,48936734,+
ENSG00000229846.2,AC099788.1,lncRNA,chr1,49025595,49187585,+
ENSG00000230114.1,AGBL4-AS1,lncRNA,chr1,49257411,49269285,+
ENSG00000225623.1,AGBL4-IT1,lncRNA,chr1,49374201,49472085,-
ENSG00000237337.1,ELAVL4-AS1,lncRNA,chr1,50174306,50175868,-
ENSG00000233407.1,AL592182.1,lncRNA,chr1,50206084,50223127,-
ENSG00000284696.2,LINC02808,lncRNA,chr1,50229662,50321192,-
ENSG00000284645.1,AL592182.2,lncRNA,chr1,50252569,50258994,+
ENSG00000284700.1,AL049637.1,lncRNA,chr1,50423609,50425316,+
ENSG00000225767.1,FAF1-AS1,lncRNA,chr1,50461469,50471150,+
ENSG00000203356.2,LINC01562,lncRNA,chr1,51195095,51235096,-
ENSG00000236434.2,AL162430.2,lncRNA,chr1,51264916,51266074,-
ENSG00000261664.5,TTC39A-AS1,lncRNA,chr1,51329654,51335324,+
ENSG00000238140.1,AC104170.1,lncRNA,chr1,51461721,51463416,+
ENSG00000227070.1,EPS15-AS1,lncRNA,chr1,51518309,51561629,+
ENSG00000266993.3,AL050343.2,lncRNA,chr1,51793934,51799154,+
ENSG00000272175.1,AL050343.3,lncRNA,chr1,51801028,51801307,+
ENSG00000223390.1,AL445685.1,lncRNA,chr1,52033391,52044279,+
ENSG00000228369.2,TXNDC12-AS1,lncRNA,chr1,52050918,52052683,+
ENSG00000272100.1,AL513218.1,lncRNA,chr1,52353487,52353877,+
ENSG00000287078.1,AL513218.2,lncRNA,chr1,52365443,52367865,+
ENSG00000272371.1,AL591167.1,lncRNA,chr1,52554818,52555273,+
ENSG00000242391.2,AC099677.3,lncRNA,chr1,52881216,52881730,-
ENSG00000232993.1,AL445183.1,lncRNA,chr1,53069938,53085502,-
ENSG00000235563.1,AL445183.2,lncRNA,chr1,53114576,53118609,+
ENSG00000236723.2,AL606760.2,lncRNA,chr1,53209783,53213775,-
ENSG00000259818.1,AL606760.3,lncRNA,chr1,53220663,53224253,+
ENSG00000226754.2,AL606760.1,lncRNA,chr1,53238550,53246482,+
ENSG00000234578.1,AL355483.3,lncRNA,chr1,53267935,53268601,+
ENSG00000228838.1,AL355483.1,lncRNA,chr1,53288024,53289706,+
ENSG00000232762.1,AL355483.2,lncRNA,chr1,53304536,53307462,+
ENSG00000225675.2,LINC01771,lncRNA,chr1,53328233,53336509,+
ENSG00000285954.1,AC119428.2,lncRNA,chr1,53344031,53365473,+
ENSG00000226938.1,AC119428.1,lncRNA,chr1,53348488,53349233,-
ENSG00000230138.2,LINC02812,lncRNA,chr1,53366656,53368245,-
ENSG00000280425.2,AL357673.2,lncRNA,chr1,54137746,54142980,+
ENSG00000198711.5,SSBP3-AS1,lncRNA,chr1,54236440,54239063,+
ENSG00000225632.1,AL161644.1,lncRNA,chr1,54285405,54287371,+
ENSG00000232245.1,AL035415.1,lncRNA,chr1,54416256,54420860,+
ENSG00000287582.1,AC099796.2,lncRNA,chr1,54514417,54517383,+
ENSG00000235741.1,LINC02784,lncRNA,chr1,54516412,54517259,-
ENSG00000230728.1,AL590093.1,lncRNA,chr1,54621477,54628438,-
ENSG00000237453.1,AC096536.1,lncRNA,chr1,54792885,54794905,+
ENSG00000287724.1,AC096536.3,lncRNA,chr1,54874672,54883664,+
ENSG00000242396.1,AC096536.2,lncRNA,chr1,54886875,54888001,+
ENSG00000233203.6,DHCR24-DT,lncRNA,chr1,54887563,54888850,+
ENSG00000284601.1,AL590440.2,lncRNA,chr1,54974900,54980464,-
ENSG00000233271.1,AL590440.1,lncRNA,chr1,54980950,54992274,-
ENSG00000231090.2,MIR4422HG,lncRNA,chr1,55217645,55324691,+
ENSG00000234810.4,AL603840.1,lncRNA,chr1,55329288,56070513,+
ENSG00000233079.3,LINC01755,lncRNA,chr1,55868254,55950119,+
ENSG00000230250.3,LINC01753,lncRNA,chr1,55915603,55944980,-
ENSG00000235612.1,AL353681.1,lncRNA,chr1,56145721,56155224,+
ENSG00000260971.4,AC119674.1,lncRNA,chr1,56154545,56477687,-
ENSG00000223956.3,LINC01767,lncRNA,chr1,56414935,56417137,+
ENSG00000229913.1,AL360295.1,lncRNA,chr1,56823679,56826920,-
ENSG00000236341.1,AL161740.1,lncRNA,chr1,56963886,56996757,+
ENSG00000227935.1,AL390243.1,lncRNA,chr1,57386576,57387450,+
ENSG00000226759.8,DAB1-AS1,lncRNA,chr1,57860532,57880905,+
ENSG00000235038.1,AL445193.2,lncRNA,chr1,58060139,58080274,+
ENSG00000286918.1,AL035411.3,lncRNA,chr1,58546168,58563897,+
ENSG00000283445.1,AL136985.3,lncRNA,chr1,58715609,58771295,+
ENSG00000234807.7,LINC01135,lncRNA,chr1,58785128,58901109,+
ENSG00000272226.1,AL136985.2,lncRNA,chr1,58812808,58813342,-
ENSG00000231740.1,AL136985.1,lncRNA,chr1,58838448,58851254,-
ENSG00000232453.7,LINC02777,lncRNA,chr1,58882868,58931897,-
ENSG00000237352.4,LINC01358,lncRNA,chr1,58933643,59240555,+
ENSG00000241042.1,AL592431.2,lncRNA,chr1,59054397,59056049,-
ENSG00000235215.2,AL592431.1,lncRNA,chr1,59055999,59078116,-
ENSG00000224609.8,HSD52,lncRNA,chr1,59131932,59296491,-
ENSG00000270457.1,AC093424.1,lncRNA,chr1,59289303,59289640,-
ENSG00000226883.1,AL035416.1,lncRNA,chr1,59754747,59789182,-
ENSG00000238242.2,LINC02778,lncRNA,chr1,60114875,60149784,+
ENSG00000226476.6,LINC01748,lncRNA,chr1,60515716,60640507,-
ENSG00000231252.3,AC099792.1,lncRNA,chr1,60659631,60868009,-
ENSG00000237928.6,NFIA-AS2,lncRNA,chr1,60912675,61056885,-
ENSG00000237853.6,NFIA-AS1,lncRNA,chr1,61248945,61253510,-
ENSG00000284808.1,AC099791.3,lncRNA,chr1,61481087,61533271,+
ENSG00000287224.1,AC099791.4,lncRNA,chr1,61588049,61589904,-
ENSG00000271200.1,AC099791.2,lncRNA,chr1,61741998,61742424,-
ENSG00000235545.1,AC103923.1,lncRNA,chr1,62688482,62710694,+
ENSG00000234318.1,AC099794.1,lncRNA,chr1,62896009,62901639,+
ENSG00000229537.7,LINC01739,lncRNA,chr1,62975751,63022504,-
ENSG00000286455.1,AL162400.3,lncRNA,chr1,63011197,63018614,+
ENSG00000227485.1,AL162400.1,lncRNA,chr1,63024207,63025658,+
ENSG00000229225.1,AL162400.2,lncRNA,chr1,63078081,63079031,-
ENSG00000203605.3,AC096543.1,lncRNA,chr1,63139250,63163153,+
ENSG00000224209.8,LINC00466,lncRNA,chr1,63159083,63317274,-
ENSG00000228734.2,AC096543.2,lncRNA,chr1,63249920,63251771,+
ENSG00000230798.5,FOXD3-AS1,lncRNA,chr1,63320884,63324441,-
ENSG00000286429.1,BX004807.1,lncRNA,chr1,63487957,63508204,+
ENSG00000116652.6,DLEU2L,lncRNA,chr1,63547082,63550636,+
ENSG00000223949.8,ROR1-AS1,lncRNA,chr1,64094379,64171342,-
ENSG00000284928.1,AL445205.1,lncRNA,chr1,64186791,64192685,+
ENSG00000226891.9,LINC01359,lncRNA,chr1,64972225,65002489,-
ENSG00000272506.1,AL357078.2,lncRNA,chr1,65003470,65004087,-
ENSG00000229294.1,AL139294.1,lncRNA,chr1,65279456,65306521,-
ENSG00000237852.1,AC119800.1,lncRNA,chr1,65486406,65494188,+
ENSG00000285079.1,AL513493.1,lncRNA,chr1,65703962,65714847,+
ENSG00000227466.1,PDE4B-AS1,lncRNA,chr1,66042500,66050718,-
ENSG00000248458.2,AL139147.1,lncRNA,chr1,66665864,66677027,-
ENSG00000231080.1,AL592161.1,lncRNA,chr1,66826942,66828558,+
ENSG00000275678.1,AL133320.2,lncRNA,chr1,67121605,67123956,-
ENSG00000235200.3,LINC01702,lncRNA,chr1,67522299,67532612,+
ENSG00000232284.7,GNG12-AS1,lncRNA,chr1,67832303,68202987,+
ENSG00000233589.1,AL138789.1,lncRNA,chr1,68479129,68483539,+
ENSG00000234264.1,DEPDC1-AS1,lncRNA,chr1,68496676,68538627,+
ENSG00000285041.1,AL035412.1,lncRNA,chr1,68633701,68640425,+
ENSG00000285407.1,AL033530.1,lncRNA,chr1,68679202,68943452,+
ENSG00000285473.1,AL691520.1,lncRNA,chr1,68974010,69023558,+
ENSG00000223883.2,LINC01707,lncRNA,chr1,69055838,69229607,+
ENSG00000235446.2,LINC02791,lncRNA,chr1,69215835,69249477,-
ENSG00000229639.1,LINC01758,lncRNA,chr1,69433255,69435409,+
ENSG00000287453.1,AL359894.1,lncRNA,chr1,69551848,69563715,+
ENSG00000287283.1,AL117353.1,lncRNA,chr1,69706950,69710274,-
ENSG00000237919.5,LRRC7-AS1,lncRNA,chr1,70013982,70031222,-
ENSG00000228988.1,AL353771.1,lncRNA,chr1,70218589,70221023,-
ENSG00000197568.14,HHLA3,lncRNA,chr1,70354805,70385339,+
ENSG00000226088.1,HHLA3-AS1,lncRNA,chr1,70359562,70360437,-
ENSG00000271992.1,AL354872.1,lncRNA,chr1,70445071,70445536,+
ENSG00000229051.2,LINC01788,lncRNA,chr1,70706441,70786468,+
ENSG00000226208.1,AL513285.1,lncRNA,chr1,70715933,70720289,-
ENSG00000235782.1,AL031429.1,lncRNA,chr1,70947379,70951493,+
ENSG00000269933.1,AL031429.2,lncRNA,chr1,71005854,71006502,-
ENSG00000235079.1,ZRANB2-AS1,lncRNA,chr1,71048855,71067184,+
ENSG00000229956.11,ZRANB2-AS2,lncRNA,chr1,71081324,71489976,+
ENSG00000231985.1,AL354949.1,lncRNA,chr1,71570956,71573558,+
ENSG00000228853.1,NEGR1-IT1,lncRNA,chr1,71794232,71837012,-
ENSG00000286863.1,AL513166.1,lncRNA,chr1,72283170,72753772,+
ENSG00000225087.2,AL583808.1,lncRNA,chr1,72636547,72899240,-
ENSG00000227016.3,LINC02796,lncRNA,chr1,72765031,72791282,+
ENSG00000285808.1,LINC02797,lncRNA,chr1,72793104,72854475,+
ENSG00000233973.7,LINC01360,lncRNA,chr1,73305609,73355253,+
ENSG00000223479.3,LINC02238,lncRNA,chr1,73635216,73715214,+
ENSG00000285778.2,AL591463.1,lncRNA,chr1,73787370,73915340,-
ENSG00000237324.3,AC093158.1,lncRNA,chr1,74341579,74378802,-
ENSG00000233894.1,AC105271.1,lncRNA,chr1,74468195,74469543,+
ENSG00000234497.5,ERICH3-AS1,lncRNA,chr1,74577430,74626098,+
ENSG00000272864.1,AC135803.1,lncRNA,chr1,74698769,74699333,-
ENSG00000229943.1,AC133865.1,lncRNA,chr1,74963314,74965118,+
ENSG00000261213.1,AC099786.3,lncRNA,chr1,75122518,75123927,-
ENSG00000224127.1,AC099786.1,lncRNA,chr1,75127830,75133058,-
ENSG00000224149.1,AC099786.2,lncRNA,chr1,75129974,75132576,-
ENSG00000225605.3,AC092813.1,lncRNA,chr1,75926454,76019356,+
ENSG00000230027.2,AC092813.2,lncRNA,chr1,76041691,76066349,+
ENSG00000272855.1,AC104458.1,lncRNA,chr1,76636877,76637339,+
ENSG00000237552.1,LINC02567,lncRNA,chr1,76758124,76779267,-
ENSG00000288543.1,AL035409.2,lncRNA,chr1,77067920,77078482,+
ENSG00000230498.3,AL035409.1,lncRNA,chr1,77081984,77086402,+
ENSG00000287870.1,AC093433.2,lncRNA,chr1,77248633,77250826,+
ENSG00000233099.1,AC095030.1,lncRNA,chr1,77346046,77349585,-
ENSG00000287647.1,AC093575.1,lncRNA,chr1,77431314,77437604,-
ENSG00000235927.4,NEXN-AS1,lncRNA,chr1,77881348,77889539,-
ENSG00000273338.1,AC103591.3,lncRNA,chr1,78004346,78004554,-
ENSG00000285928.1,AC103591.4,lncRNA,chr1,78022565,78024861,-
ENSG00000237413.5,MGC27382,lncRNA,chr1,78229599,78369464,+
ENSG00000282898.1,AL353651.2,lncRNA,chr1,79323769,79324852,-
ENSG00000235011.2,AL353651.1,lncRNA,chr1,79323769,79324863,+
ENSG00000285462.1,LINC02792,lncRNA,chr1,79325008,79346445,+
ENSG00000285409.1,AC099671.1,lncRNA,chr1,79967733,80051404,-
ENSG00000260322.1,AC098657.2,lncRNA,chr1,80114943,80116918,+
ENSG00000225598.1,AL606519.1,lncRNA,chr1,80373364,80374621,-
ENSG00000224326.1,AL136234.1,lncRNA,chr1,80534978,80584363,-
ENSG00000234184.6,LINC01781,lncRNA,chr1,80535755,80646791,+
ENSG00000285179.1,AC093154.1,lncRNA,chr1,81209834,81222076,+
ENSG00000227960.1,AL138799.1,lncRNA,chr1,81505099,81506296,+
ENSG00000234953.2,AL138799.3,lncRNA,chr1,81513880,81557702,-
ENSG00000236676.1,AC117944.1,lncRNA,chr1,81585941,81625713,-
ENSG00000233290.3,AL157944.1,lncRNA,chr1,82212413,82848205,-
ENSG00000230817.6,LINC01362,lncRNA,chr1,82903183,83166815,+
ENSG00000236268.6,LINC01361,lncRNA,chr1,82970820,82986208,-
ENSG00000285782.2,AC116099.1,lncRNA,chr1,83397555,83425353,-
ENSG00000231364.3,LINC01712,lncRNA,chr1,83445967,83480024,+
ENSG00000233008.6,LINC01725,lncRNA,chr1,83575776,83861023,-
ENSG00000237076.1,AL035706.1,lncRNA,chr1,83790280,83801465,+
ENSG00000233061.1,TTLL7-IT1,lncRNA,chr1,83979118,83984300,-
ENSG00000285201.1,AC104454.2,lncRNA,chr1,84038529,84065031,+
ENSG00000271576.1,AL359504.1,lncRNA,chr1,84076331,84077931,-
ENSG00000285361.1,AL844170.1,lncRNA,chr1,84477039,84479157,+
ENSG00000285851.1,AL359762.3,lncRNA,chr1,84498350,84556688,-
ENSG00000284882.1,AL359762.1,lncRNA,chr1,84574129,84583620,+
ENSG00000285374.1,AL359762.2,lncRNA,chr1,84607099,84610697,+
ENSG00000180869.4,LINC01555,lncRNA,chr1,84628230,84635020,-
ENSG00000285325.1,AC104169.1,lncRNA,chr1,84785427,84786714,+
ENSG00000223653.6,AL078459.1,lncRNA,chr1,85276388,85448124,+
ENSG00000273264.1,AL360219.1,lncRNA,chr1,85467295,85467660,+
ENSG00000282057.1,AC092807.3,lncRNA,chr1,85482281,85578250,-
ENSG00000272691.1,AC092807.2,lncRNA,chr1,85578500,85578742,-
ENSG00000230285.1,AC092807.1,lncRNA,chr1,85599131,85600734,+
ENSG00000285210.1,LINC02795,lncRNA,chr1,86288704,86320711,-
ENSG00000236915.2,CLCA4-AS1,lncRNA,chr1,86571181,86696311,-
ENSG00000261737.1,CLCA4-AS1,lncRNA,chr1,86703502,86704462,-
ENSG00000284846.1,AL355981.1,lncRNA,chr1,86821558,86834169,-
ENSG00000267734.1,AL121989.1,lncRNA,chr1,86932199,86934891,-
ENSG00000267272.5,LINC01140,lncRNA,chr1,87129765,87169198,+
ENSG00000284240.1,LINC02801,lncRNA,chr1,87212669,87264741,+
ENSG00000227290.2,LINC01364,lncRNA,chr1,87353521,87371683,-
ENSG00000237505.8,PKN2-AS1,lncRNA,chr1,87620803,88685204,-
ENSG00000286758.1,AL445438.1,lncRNA,chr1,88462936,88464079,+
ENSG00000286802.1,AC104459.1,lncRNA,chr1,89128432,89144695,+
ENSG00000284734.1,AC099063.4,lncRNA,chr1,89198714,89207040,+
ENSG00000237568.1,AC099063.1,lncRNA,chr1,89260582,89269754,+
ENSG00000286548.1,AL596214.1,lncRNA,chr1,89427533,89525472,-
ENSG00000231999.7,LRRC8C-DT,lncRNA,chr1,89581291,89632916,-
ENSG00000230735.1,AC093423.2,lncRNA,chr1,89629725,89676386,+
ENSG00000231613.1,AC099568.1,lncRNA,chr1,89788914,89790492,+
ENSG00000272931.1,LRRC8D-DT,lncRNA,chr1,89820174,89820868,-
ENSG00000272672.1,AL391497.1,lncRNA,chr1,89939601,89940147,+
ENSG00000287015.1,AL161797.1,lncRNA,chr1,90045998,90047109,+
ENSG00000287406.1,AC098656.1,lncRNA,chr1,90242088,90284188,+
ENSG00000287372.1,AL627316.1,lncRNA,chr1,90388193,90420396,-
ENSG00000229201.1,LINC02787,lncRNA,chr1,90510910,90533472,-
ENSG00000287076.1,AC092805.1,lncRNA,chr1,90719576,90725620,+
ENSG00000233593.10,LINC02609,lncRNA,chr1,90769086,90851658,-
ENSG00000285532.2,LINC02788,lncRNA,chr1,90835660,90849472,+
ENSG00000225446.3,LINC01763,lncRNA,chr1,90851122,90855253,+
ENSG00000272094.1,AC091614.1,lncRNA,chr1,90860550,90862920,-
ENSG00000273487.1,AC104836.1,lncRNA,chr1,92189237,92190707,+
ENSG00000287797.1,AC093577.1,lncRNA,chr1,92978265,92987367,+
ENSG00000223745.8,CCDC18-AS1,lncRNA,chr1,93262186,93346025,-
ENSG00000224093.5,BCAR3-AS1,lncRNA,chr1,93592199,93605573,+
ENSG00000260464.1,AL049796.1,lncRNA,chr1,93847174,93848939,+
ENSG00000233482.1,AC093579.1,lncRNA,chr1,94145111,94145619,+
ENSG00000226835.3,ARHGAP29-AS1,lncRNA,chr1,94247819,94411036,+
ENSG00000236098.1,AC097059.1,lncRNA,chr1,94318479,94324569,-
ENSG00000286692.1,AC118469.2,lncRNA,chr1,94417743,94418228,-
ENSG00000223675.1,AC093117.1,lncRNA,chr1,94585556,94592297,-
ENSG00000235501.6,CNN3-DT,lncRNA,chr1,94927361,94963616,+
ENSG00000230427.1,ALG14-AS1,lncRNA,chr1,95061596,95067545,+
ENSG00000231992.1,AC092802.3,lncRNA,chr1,95120147,95138554,+
ENSG00000226026.6,AC092802.1,lncRNA,chr1,95161676,95233982,-
ENSG00000228852.6,AC092802.2,lncRNA,chr1,95243167,95278940,-
ENSG00000287919.1,AC092802.4,lncRNA,chr1,95282233,95287702,+
ENSG00000228504.1,LINC01760,lncRNA,chr1,95310928,95318263,-
ENSG00000230434.3,LINC01650,lncRNA,chr1,95351251,95352676,-
ENSG00000237954.7,AL445218.1,lncRNA,chr1,95356229,95381000,-
ENSG00000233907.1,LINC01761,lncRNA,chr1,95474737,95479356,+
ENSG00000228971.3,LINC02607,lncRNA,chr1,95510059,95782342,+
ENSG00000271252.1,AL683887.1,lncRNA,chr1,95743096,95759470,+
ENSG00000237435.10,LINC02790,lncRNA,chr1,95937901,96022890,+
ENSG00000231987.1,LINC01787,lncRNA,chr1,96254069,96374125,-
ENSG00000232878.3,DPYD-AS1,lncRNA,chr1,97095923,97322955,+
ENSG00000232542.1,DPYD-IT1,lncRNA,chr1,97394154,97420141,-
ENSG00000235777.1,DPYD-AS2,lncRNA,chr1,97796921,97798066,+
ENSG00000225206.10,MIR137HG,lncRNA,chr1,97933474,98049863,-
ENSG00000259946.1,BX005019.1,lncRNA,chr1,97967005,97968814,-
ENSG00000285922.1,AC104453.1,lncRNA,chr1,98052077,98054592,-
ENSG00000226053.1,LINC01776,lncRNA,chr1,98210747,98272658,+
ENSG00000232825.3,AL445433.2,lncRNA,chr1,99004276,99244794,+
ENSG00000224445.3,LINC01708,lncRNA,chr1,99472332,99600995,-
ENSG00000228084.1,AC118553.1,lncRNA,chr1,99968383,99969864,-
ENSG00000241073.1,AC093019.2,lncRNA,chr1,100057990,100084471,-
ENSG00000285530.1,AL445928.2,lncRNA,chr1,100220488,100253414,+
ENSG00000224616.3,RTCA-AS1,lncRNA,chr1,100251528,100266179,-
ENSG00000223906.1,AC104457.2,lncRNA,chr1,100344477,100345242,+
ENSG00000228086.1,AL589990.1,lncRNA,chr1,100462399,100485997,-
ENSG00000230402.2,LINC01349,lncRNA,chr1,100627049,100640613,-
ENSG00000285525.1,AC099670.3,lncRNA,chr1,100628230,100641723,+
ENSG00000273204.1,AC104506.1,lncRNA,chr1,100894928,100895356,+
ENSG00000235795.1,AC093157.2,lncRNA,chr1,100995473,100996260,+
ENSG00000233184.7,AC093157.1,lncRNA,chr1,101025844,101090513,+
ENSG00000225938.1,AL109741.1,lncRNA,chr1,101235683,101236528,-
ENSG00000231671.1,LINC01307,lncRNA,chr1,101323337,101390303,+
ENSG00000226715.4,LINC01709,lncRNA,chr1,101639509,101787572,+
ENSG00000233359.2,AC114485.1,lncRNA,chr1,102199739,102389630,-
ENSG00000230864.1,AC099567.1,lncRNA,chr1,102763322,102853842,-
ENSG00000230759.1,AC095032.2,lncRNA,chr1,103414879,103425465,+
ENSG00000224613.7,AC095032.1,lncRNA,chr1,103415980,103525511,-
ENSG00000285981.1,AL591888.1,lncRNA,chr1,104998406,105032365,-
ENSG00000230768.9,LINC01676,lncRNA,chr1,105587575,105618991,-
ENSG00000233047.7,LINC01677,lncRNA,chr1,105927620,106028277,-
ENSG00000237480.3,AL355306.2,lncRNA,chr1,105956694,106124564,+
ENSG00000237460.3,LINC01661,lncRNA,chr1,106818224,106865316,+
ENSG00000230489.1,VAV3-AS1,lncRNA,chr1,107964443,107994607,+
ENSG00000226822.3,LINC02785,lncRNA,chr1,108040263,108076020,+
ENSG00000260879.1,AL359258.2,lncRNA,chr1,108199926,108201491,+
ENSG00000238122.1,AL359258.1,lncRNA,chr1,108261196,108273689,-
ENSG00000224698.1,AL390038.1,lncRNA,chr1,108420689,108433184,+
ENSG00000285923.1,AL160171.1,lncRNA,chr1,108661533,108666246,+
ENSG00000232971.2,AL591719.2,lncRNA,chr1,108734256,108734725,-
ENSG00000203897.4,SPATA42,lncRNA,chr1,108857217,108858524,+
ENSG00000273382.1,TMEM167B-DT,lncRNA,chr1,109087971,109090858,-
ENSG00000270066.3,AL356488.2,lncRNA,chr1,109100193,109100619,+
ENSG00000254942.1,AL355310.3,lncRNA,chr1,109539906,109543837,-
ENSG00000225113.1,AL355310.1,lncRNA,chr1,109596225,109597781,+
ENSG00000228703.1,AL355310.2,lncRNA,chr1,109628417,109630305,-
ENSG00000260246.1,AC000032.1,lncRNA,chr1,109693117,109693742,-
ENSG00000241720.2,AL158847.1,lncRNA,chr1,109725820,109775252,+
ENSG00000228420.1,LINC01768,lncRNA,chr1,109828355,109871436,+
ENSG00000235005.1,AL450468.1,lncRNA,chr1,109884176,109886264,-
ENSG00000261055.1,AL450468.2,lncRNA,chr1,109895973,109897861,+
ENSG00000258634.3,AL160006.1,lncRNA,chr1,110058340,110062555,+
ENSG00000258673.1,LINC01397,lncRNA,chr1,110082688,110109719,+
ENSG00000227091.2,SLC6A17-AS1,lncRNA,chr1,110165948,110172489,-
ENSG00000235526.1,AL355990.1,lncRNA,chr1,110177643,110178719,-
ENSG00000224965.1,LINC02586,lncRNA,chr1,110208834,110209987,-
ENSG00000227963.1,RBM15-AS1,lncRNA,chr1,110286375,110339171,-
ENSG00000224699.9,LAMTOR5-AS1,lncRNA,chr1,110347116,110443817,+
ENSG00000273373.1,AL355488.1,lncRNA,chr1,110370154,110373003,+
ENSG00000270380.1,AL358215.1,lncRNA,chr1,110456505,110457354,-
ENSG00000282887.2,AL358215.2,lncRNA,chr1,110472543,110474980,+
ENSG00000283999.1,AL358215.3,lncRNA,chr1,110473756,110488663,+
ENSG00000235407.1,CYMP-AS1,lncRNA,chr1,110487680,110490258,-
ENSG00000259834.1,AL365361.1,lncRNA,chr1,110653560,110657040,-
ENSG00000261654.1,AL360270.2,lncRNA,chr1,110936369,110942353,-
ENSG00000232811.1,AL360270.1,lncRNA,chr1,110943467,110952848,+
ENSG00000273010.1,AL360270.3,lncRNA,chr1,110963302,110964649,+
ENSG00000272982.1,AL355816.1,lncRNA,chr1,111181374,111181491,-
ENSG00000273221.1,AL355816.2,lncRNA,chr1,111184415,111185061,-
ENSG00000229283.1,AL356387.1,lncRNA,chr1,111317600,111323981,-
ENSG00000260948.1,AL390195.2,lncRNA,chr1,111431046,111433068,-
ENSG00000243960.1,AL390195.1,lncRNA,chr1,111438638,111441364,-
ENSG00000231346.5,LINC01160,lncRNA,chr1,111599655,111608723,-
ENSG00000227811.3,INKA2-AS1,lncRNA,chr1,111739579,111747798,+
ENSG00000284830.1,AL049557.1,lncRNA,chr1,111745299,111755537,-
ENSG00000232558.1,KCND3-IT1,lncRNA,chr1,111853762,111856905,-
ENSG00000237556.1,KCND3-AS1,lncRNA,chr1,111909336,111910931,+
ENSG00000231437.3,LINC01750,lncRNA,chr1,111989770,111998842,+
ENSG00000231246.2,LINC02884,lncRNA,chr1,112177234,112360625,-
ENSG00000273483.1,AL354760.1,lncRNA,chr1,112517799,112518441,-
ENSG00000225075.1,AL603832.1,lncRNA,chr1,112693688,112696621,-
ENSG00000261595.1,AL603832.2,lncRNA,chr1,112715672,112717796,+
ENSG00000215866.8,LINC01356,lncRNA,chr1,112820170,112850643,-
ENSG00000224167.2,LINC01357,lncRNA,chr1,112849821,112877871,+
ENSG00000226419.8,SLC16A1-AS1,lncRNA,chr1,112956415,113047055,+
ENSG00000287807.1,AL390242.1,lncRNA,chr1,112978610,112999636,-
ENSG00000238198.2,LRIG2-DT,lncRNA,chr1,113011687,113073113,-
ENSG00000231128.6,AL137856.1,lncRNA,chr1,113812379,113870159,+
ENSG00000226167.1,AP4B1-AS1,lncRNA,chr1,113856635,113901237,+
